,X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,Force,Line
147,22.8882,5.68701,0.0177338,0.0271769,-0.74298,0.223238,-0.00299469,0.000333047,0.010846,92,2
148,23.3671,5.68457,0.0199787,0.025667,-0.724158,0.221935,-0.00279824,0.000173714,0.0106103,92,2
149,23.8458,5.68178,0.0220337,0.0242999,-0.705327,0.220667,-0.00260839,1.7246e-05,0.0103676,92,2
150,24.3243,5.67871,0.0239585,0.0230314,-0.686492,0.219422,-0.0024231,-0.000137241,0.01012,92,2
151,24.802,5.67491,0.0232395,0.0217921,-0.668773,0.218288,-0.00224172,-0.000287744,0.00986652,92,2
152,25.2795,5.67094,0.0220076,0.0205645,-0.651347,0.217155,-0.00206159,-0.000436832,0.00961108,92,2
153,25.7567,5.66674,0.0208819,0.0194155,-0.634769,0.215766,-0.00188688,-0.000578818,0.00934618,92,2
154,26.2337,5.66255,0.0196543,0.0182354,-0.618435,0.214608,-0.00171605,-0.00071777,0.00907606,92,2
155,26.7105,5.65836,0.018213,0.0169917,-0.602611,0.21393,-0.00155331,-0.000850439,0.00879503,92,2
156,27.187,5.65504,0.0163223,0.0157491,-0.586358,0.212903,-0.00139813,-0.000977862,0.00850741,92,2
157,27.6632,5.6524,0.0140885,0.0145069,-0.56978,0.211615,-0.0012487,-0.0011013,0.00821478,92,2
158,28.139,5.64986,0.010783,0.0135555,-0.553236,0.210163,-0.00110782,-0.00121636,0.00791688,92,2
159,28.6147,5.64737,0.00725525,0.0126816,-0.536738,0.208693,-0.000969524,-0.00132879,0.00761755,92,2
160,29.0901,5.64484,0.00409306,0.0120005,-0.520882,0.207513,-0.000841147,-0.00142994,0.00731437,92,2
161,29.5655,5.64218,0.00143012,0.0113601,-0.505325,0.206408,-0.00071593,-0.0015271,0.00701009,92,2
162,30.0409,5.6393,-7.6692e-05,0.0108134,-0.490461,0.205478,-0.00059799,-0.00161505,0.00670321,92,2
163,30.5164,5.63667,-0.000475306,0.0102262,-0.475653,0.204563,-0.000484556,-0.00169564,0.00639627,92,2
164,30.9918,5.63425,3.67723e-05,0.00960555,-0.460891,0.203659,-0.00037483,-0.00177017,0.00608931,92,2
165,31.4666,5.63084,-0.00118774,0.00902583,-0.446099,0.203043,-0.000272017,-0.00183416,0.00578612,92,2
166,31.9413,5.62711,-0.00279215,0.00847031,-0.43132,0.202509,-0.00017129,-0.00189483,0.00548406,92,2
167,32.416,5.62242,-0.0024248,0.00827272,-0.417053,0.202162,-7.82619e-05,-0.00194065,0.00518422,92,2
168,32.8906,5.61786,-0.0022026,0.00819819,-0.403058,0.201549,1.27358e-05,-0.00198162,0.00488349,92,2
169,33.3648,5.61361,-0.00234567,0.0084385,-0.389755,0.200254,9.85282e-05,-0.00201018,0.00458041,92,2
170,33.8393,5.61064,-0.00057745,0.00865571,-0.376442,0.198538,0.000177173,-0.00202954,0.00427716,92,2
171,34.3139,5.60882,0.00290758,0.00885228,-0.36312,0.196445,0.000249392,-0.0020406,0.00397378,92,2
172,34.7877,5.60758,0.00311723,0.00872069,-0.349997,0.195074,0.0003049,-0.00203826,0.0036759,92,2
173,35.2611,5.60652,0.00227572,0.00849174,-0.336934,0.193921,0.000355121,-0.00203165,0.00337986,92,2
174,35.7334,5.60535,-0.0034903,0.00832566,-0.324029,0.193017,0.000383979,-0.0020062,0.00309417,92,2
175,36.2056,5.60405,-0.00900624,0.00824017,-0.311209,0.192051,0.000409542,-0.00197602,0.00281161,92,2
176,36.6777,5.60235,-0.0138418,0.00838759,-0.29863,0.190903,0.000425682,-0.00193231,0.00253783,92,2
177,37.1496,5.59969,-0.0182244,0.00869916,-0.286371,0.189515,0.000435139,-0.00188064,0.00227162,92,2
178,37.6215,5.5961,-0.022178,0.00917142,-0.274426,0.187891,0.000438038,-0.00182113,0.00201283,92,2
179,38.0939,5.59248,-0.0222519,0.00944848,-0.262673,0.186624,0.000425305,-0.00175327,0.00176995,92,2
180,38.5663,5.58883,-0.0210401,0.00966121,-0.250985,0.185474,0.000407386,-0.00168263,0.0015324,92,2
181,39.0385,5.58362,-0.0197426,0.00963728,-0.240002,0.184863,0.00037096,-0.00160417,0.00132072,92,2
182,39.5104,5.57855,-0.0189068,0.00961852,-0.22906,0.18425,0.000331019,-0.00152468,0.00111452,92,2
183,39.9819,5.57404,-0.0195238,0.00961827,-0.218233,0.183629,0.000280077,-0.00144198,0.000925266,92,2
184,40.453,5.56966,-0.0214646,0.00948586,-0.20749,0.183083,0.000225322,-0.0013588,0.000744711,92,2
185,40.9236,5.56538,-0.0248169,0.00921237,-0.196835,0.182617,0.000166482,-0.00127511,0.000573449,92,2
